block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;nb_threads;
73;sobel;sobel.c:21-30;45.72;5.55;;;;;;
82;sobel;sobel.c:204-214;41.12;4.99;;;;;;
78;sobel;sobel.c:209-214;0.68;0.08;;;;;;
86;sobel;sobel.c:209-214;0.25;0.03;;;;;;
79;sobel;sobel.c:204-214;0.18;0.02;;;;;;
81;sobel;sobel.c:204-204;0.05;0.01;;;;;;
101;sobel;sobel.c:204-204;0.02;0;;;;;;
88;sobel;sobel.c:204-214;0.02;0;;;;;;
89;sobel;sobel.c:214-214;0.02;0;;;;;;
85;sobel;sobel.c:209-214;0.02;0;;;;;;
75;sobel;sobel.c:204-204;0.01;0;;;;;;
77;sobel;sobel.c:204-313;0.01;0;;;;;;
