function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;cats;label_name;
8;sobel;main._omp_fn.0;stdio2.h:105-105,rdtsc.h:9-11,sobel.c:21-300;90.12;0.52;;;;;;;"100,0,0,0,0,0,0,0,0,0";main._omp_fn.0;
-1;kernel;clear_page_rep;;2.6;0.01;;;;;;;"0,0,0,0,100,0,0,0,0,0";clear_page_rep;
-1;kernel;rmqueue_pcplist.constprop.0;;1.39;0.01;;;;;;;"0,0,0,0,100,0,0,0,0,0";rmqueue_pcplist.constprop.0;
269;libgomp.so.1.0.0;omp_get_num_procs;;1.21;0.01;;;;;;;"0,0,100,0,0,0,0,0,0,0";omp_get_num_procs;
-1;kernel;do_user_addr_fault;;1.04;0.01;;;;;;;"0,0,0,0,100,0,0,0,0,0";do_user_addr_fault;
-1;kernel;_raw_spin_unlock_irqrestore;;0.52;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";_raw_spin_unlock_irqrestore;
-1;kernel;__rcu_read_lock;;0.52;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";__rcu_read_lock;
-1;kernel;vmacache_find;;0.35;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";vmacache_find;
-1;kernel;_find_first_bit;;0.17;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";_find_first_bit;
-1;kernel;blk_cgroup_congested;;0.17;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";blk_cgroup_congested;
-1;kernel;charge_memcg;;0.17;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";charge_memcg;
-1;kernel;vma_alloc_folio;;0.17;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";vma_alloc_folio;
-1;kernel;handle_mm_fault;;0.17;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";handle_mm_fault;
-1;kernel;__handle_mm_fault;;0.17;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";__handle_mm_fault;
-1;kernel;handle_pte_fault;;0.17;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";handle_pte_fault;
-1;kernel;release_pages;;0.17;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";release_pages;
-1;kernel;count_memcg_events.constprop.0;;0.17;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";count_memcg_events.constprop.0;
-1;kernel;up_read;;0.17;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";up_read;
-1;kernel;down_read_trylock;;0.17;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";down_read_trylock;
-1;kernel;pmd_page_vaddr;;0.17;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";pmd_page_vaddr;
-1;kernel;set_pte;;0.17;0;;;;;;;"0,0,0,0,100,0,0,0,0,0";set_pte;
